level,age,gender,marital_status,faculty,department,skill,preparation_before,preparation_after,quality_before,quality_after,confidence_before,confidence_after,cgpa_before,cgpa_after,employment,quit_job,cgpa_change
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.3401015474006486,3.525750902198206,No,,0.1856493547975573
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.221726595869934,3.7359626799307137,Yes,No,-0.4857639159392204
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.9769318274841736,3.5953079592847006,Yes,No,-0.381623868199473
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.8641665251588124,4.532832026774806,No,No,0.6686655016159939
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.6854837604732067,3.786410612653573,No,No,0.10092685218036612
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.791606385917304,4.090414500722276,Yes,No,0.29880811480497194
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.8198925012155343,3.1034043387641868,No,No,-0.7164881624513475
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.8540190118237674,3.676654263310013,No,No,-0.1773647485137544
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.077799377662486,3.7136396971966392,Yes,No,-0.3641596804658467
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.056461432453408,3.332954810038768,No,No,-0.7235066224146398
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.8860952943403193,4.114551345639102,No,No,0.22845605129878255
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.650065929848824,3.2706279514744985,Yes,Yes,-0.37943797837432536
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.4349480567140365,4.189607173613985,Yes,Yes,0.7546591168999486
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.4737067003449162,3.575177752479491,No,,0.10147105213457497
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,4.355274742418222,3.3458066708643357,No,,-1.009468071553886
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.988576874866737,3.6430503159221326,Yes,No,-0.3455265589446044
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.138093163422145,3.908734155393899,Yes,No,-0.22935900802824571
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.6295301324523903,3.9246820355396705,No,No,0.29515190308728023
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.877212082547116,3.577209346448812,No,No,-0.30000273609830375
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.8883696757379287,4.361981516105479,Yes,No,0.47361184036755066
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.005387955866655,3.6373374187590057,No,No,-0.36805053710764923
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.5893697069976445,3.1388039071861886,No,No,-0.45056579981145584
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.8851501390997654,3.5773988502497365,Yes,No,-0.3077512888500289
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.352371882798427,3.2737690755036004,No,No,-0.0786028072948266
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.7486712117489893,4.330127454976377,No,No,0.5814562432273873
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.020422884373584,3.4175691820960847,Yes,Yes,-0.6028537022774993
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.7769681867639733,4.516052432260934,Yes,Yes,0.7390842454969606
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.8212808252838832,3.1373211329024397,No,,-0.6839596923814435
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.743027705506717,3.3320466110450395,No,,-0.41098109446167763
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.187000990359946,3.2648057467737823,Yes,No,-0.922195243586164
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.955652234345713,4.001599297892189,Yes,No,0.04594706354647604
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.575418613542211,3.7133019927542197,No,No,0.13788337921200888
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.8941074347487374,3.472213521052048,No,No,-0.42189391369668927
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.148652613605963,4.113225314562595,Yes,No,-0.03542729904336728
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.955952046926878,3.8476195980213808,No,No,-0.10833244890549709
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.779853616303037,3.7910286417299095,No,No,0.01117502542687232
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.6185805313549166,2.974564773894204,Yes,No,-0.6440157574607128
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.9707374801455964,3.8448603201706018,No,No,-0.1258771599749946
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.8090698784802104,3.5600820581444164,No,No,-0.24898782033579403
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.958914695434159,4.011241513869261,Yes,Yes,0.052326818435101785
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.776985380828755,3.8381440581359545,Yes,Yes,0.06115867730719948
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.7219705280926783,3.7151082272780633,No,,-0.006862300814614919
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.5972366074280635,3.4985599512566656,No,,-0.09867665617139787
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.889547627268541,4.210627226027508,Yes,No,0.3210795987589674
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.463373342615983,3.5003577212467474,Yes,No,-0.963015621369236
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.8691145636841724,3.769849000594856,No,No,-0.09926556308931644
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.7100933248268904,3.9720740367378435,No,No,0.2619807119109532
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.016466560385822,3.256060858061104,Yes,No,-0.7604057023247175
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.15224142929629,4.13453875628714,No,No,-0.017702673009150516
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.736850919796107,3.0777516088139985,No,No,-0.6590993109821084
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.288271042093075,4.071836757307649,Yes,No,-0.21643428478542592
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.351596535309516,3.360236229522781,No,No,-0.9913603057867348
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.7459998214135273,4.227593525861619,No,No,0.4815937044480916
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.267397178086108,3.632698033711311,Yes,Yes,-0.6346991443747974
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.846891363753246,4.111192210325795,Yes,Yes,0.26430084657254893
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.712557827993318,4.065970388934872,No,,0.35341256094155415
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,4.220253082360039,3.84393971942814,No,,-0.3763133629318993
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.484742570441951,4.407984531243974,Yes,No,-0.07675803919797719
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.051208167983048,3.8537701605335637,Yes,No,-0.19743800744948414
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.6609404227063327,3.548856643397121,No,No,-0.11208377930921154
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.1919644057809835,3.7328871660435543,No,No,-0.4590772397374292
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.964654485985552,3.126689252668612,Yes,No,-0.8379652333169401
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.015624905765476,3.6383398637088566,No,No,-0.37728504205661917
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.058481612198144,3.8377381269092403,No,No,-0.22074348528890386
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.4169126407545214,3.5706899969090458,Yes,No,0.15377735615452437
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.945872612833591,3.3502949597140663,No,No,-0.5955776531195247
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.8399037612224913,3.6552875092692174,No,No,-0.1846162519532739
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.525864091142334,3.579773435395598,Yes,Yes,0.0539093442532641
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.461322973843981,3.4788329021878384,Yes,Yes,0.01750992834385734
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.254754929863873,3.158687590620637,No,,-0.0960673392432363
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.551917862272452,3.3444293210646308,No,,-0.20748854120782134
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.634055149569617,4.088276950114464,Yes,No,0.45422180054484684
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.7113115335951976,3.650903287137245,Yes,No,-0.06040824645795251
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.167602186269607,3.3184823526667144,No,No,-0.8491198336028929
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.642888320002248,3.6119312753370694,No,No,-0.030957044665178568
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.8963704080425323,4.275677027062596,Yes,No,0.37930661902006335
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.6366693386489612,3.2495662258521474,No,No,-0.38710311279681386
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.712658679424796,3.4498546654837647,No,No,-0.2628040139410315
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.6419834233537896,3.687911647961324,Yes,No,0.04592822460753432
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.003090105599174,3.6786761959856893,No,No,-0.3244139096134848
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.144784281701284,4.273116044398588,No,No,0.12833176269730373
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9987336543110064,3.4476695664054873,Yes,Yes,-0.5510640879055191
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,4.139529511774265,3.983258386843265,Yes,Yes,-0.15627112493100004
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.665966332864995,3.7647125570701845,No,,0.0987462242051893
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,4.038626438786268,3.5615830480812622,No,,-0.47704339070500534
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.007367251421573,3.240896302717698,Yes,No,-0.766470948703875
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.4016676410549076,3.498898975652393,Yes,No,0.09723133459748556
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.872370272929365,2.8096619405767873,No,No,-1.0627083323525777
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.222648397449985,3.72105161927178,No,No,-0.5015967781782051
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.433411542793895,3.2985301356204717,Yes,No,-1.134881407173423
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.787988014913322,3.250354701727171,No,No,-0.5376333131861513
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.4839085273320487,4.218144693024253,No,No,0.7342361656922041
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.098509691617015,4.095369103527784,Yes,No,-0.003140588089230789
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.8857275758926333,4.462041994589681,No,No,0.5763144186970477
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.93131190336146,3.4914770475892603,No,No,-0.4398348557721996
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.778473781533626,3.9124567074307572,Yes,Yes,0.13398292589713146
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,4.293847756800226,3.4049266647752248,Yes,Yes,-0.8889210920250008
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.9348260643998216,3.5573778336232396,No,,-0.37744823077658207
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,4.357284593408351,4.265822116912563,No,,-0.09146247649578765
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.550315154573927,3.7599959704520165,Yes,No,0.20968081587808962
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.690245935368481,3.7903521117086716,Yes,No,0.1001061763401907
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.026241802098545,3.5620515829629857,No,No,-0.4641902191355589
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.984798746629391,3.6858646941149558,No,No,-0.29893405251443506
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.8398689337721748,3.6912210301416586,Yes,No,-0.14864790363051616
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.676227920380702,3.802687696423672,No,No,0.12645977604297043
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.331618484153276,3.6083019640911136,No,No,-0.7233165200621627
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.04341220069761,3.317560620109693,Yes,No,-0.7258515805879164
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.09461877541532,3.7778947104761325,No,No,-0.3167240649391876
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.7735066225587954,3.3602218989499133,No,No,-0.41328472360888213
