Timestamp,Are you a student of the University of Lagos?,"If not, what is your university/institution?",What is your current academic level?,How old are you?,What is your gender?,What was your relationship status during the strike?,What is your faculty?,What is your department?,"Kindly input your department, if not listed in the previous question. ",How has the ASUU strike affected you and your academic performance?,What was the most challenging part of returning to academic life after the strike?,Did you undertake any work during the strike?,How did you develop yourself during the strike?,How prepared were you for the exams? [Before Strike],How prepared were you for the exams? [After Strike],How were your lectures affected by the strike?,How often did you engage in academic activities during the strike?,How many courses did you take in the affected semester? ,How many credit units did your courses add up to in the affected semester?,What was your CGPA before the strike?,What was your CGPA after the strike?
29/04/2023 10:18:37,Yes,,300 Level,21,Female,Dating,Sciences,Biochemistry,,I was mentally drained. Being in one position cramps me,I struggled to find interest and my CGPA paid for it.,Worked in a role unrelated to my studies,"Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Moderately,Poorly,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,7,21,4.42,4.34
29/04/2023 12:32:35,Yes,,100 Level,21,Female,Single,Management Science,Finance,,A positive one on the academic performance ,,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Moderately,Moderately,Fewer lecturers attended classes,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",4,9,0,4.6
29/04/2023 12:54:55,Yes,,500 Level,22,Male,Dating,Sciences,Computer Sciences,,,,Worked in a role relevant to my studies,Acquired skills relevant to course of study,Poorly,Moderately,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",3,9,3.93,4.04
30/04/2023 00:38:20,Yes,,200 Level,20,Male,Single,Social Sciences,Mass Communication,,Slightly ,Finding my feet ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Moderately,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,9,21,3.83,3.73
30/04/2023 02:00:46,Yes,,300 Level,22,Female,Single,Sciences,Biochemistry,,,,Did not work during the strike,None of the above,Moderately,Poorly,No noticeable change,Never: I did not engage in any academic activities during the strike.,7,,3.87,3.4
30/04/2023 02:12:13,Yes,,200 Level,20,Male,Single,Sciences,Biochemistry,,It has made me more mature,Transitioning from no books to going to classes and reading,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Poorly,No noticeable change,Never: I did not engage in any academic activities during the strike.,7,16,3.9,3.9
30/04/2023 09:10:27,Yes,,300 Level,21,Female,Single,Sciences,Cell Biology & Genetics,,,,Worked in a role unrelated to my studies,Vocational training and artisanship,Moderately,Very,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,7,,4.88,4.92
30/04/2023 10:57:14,Yes,,200 Level,20,Female,Dating,Management Science,Actuarial Science & Insurance,,My Academic performance wasn't really affected just the work stress after leaving school for some months and then trying to know academic stuff again ,"There was so many things to do 
Classes
Tutorials 
Readings in a short period
",Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Moderately,Moderately,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,8,20,4.36,4.56
30/04/2023 13:27:21,Yes,,300 Level,20,Male,Dating,Sciences,Cell Biology & Genetics,,,,Did not work during the strike,"Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Moderately,Moderately,Improved lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,20,2.88,4.2
30/04/2023 14:09:29,Yes,,300 Level,25,Female,Single,Sciences,Zoology,,,Reading ,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Poorly,Very,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,6,,2.7,3.1
30/04/2023 19:36:48,Yes,,400 Level,23,Male,Single,Sciences,Marine Science,,Made me loose interest in school,It was very difficult for me to go back to what I’ve abandoned for months,Worked in a role relevant to my studies,Acquired skills unrelated to course of study,Moderately,Poorly,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,8,23,4,3.7
01/05/2023 03:13:28,Yes,,200 Level,21,Male,Single,Engineering,Chemical Engineering,,There was no much effect on my performance after the strike compared to my performance in previous semesters,Having to study again after not doing so for some long,Did not work during the strike,Acquired skills unrelated to course of study,Poorly,Very,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,9,22,4.57,4.68
01/05/2023 12:29:45,Yes,,300 Level,22,Female,Single,Basic Medical Sciences,Other,Pharmacology ,"I had less time to study after we resumed back, but it didn't affect me too much",,Worked in a role unrelated to my studies,"Volunteered for an event or organization, Vocational training and artisanship",Moderately,Poorly,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,7,17,3.02,3.26
01/05/2023 12:31:34,Yes,,400 Level,24,Female,Single,Basic Medical Sciences,Other,"Pharmacology, therapeutics and toxicology ",Omooooorrr,,Worked in a role unrelated to my studies,Vocational training and artisanship,Very,Poorly,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",4,,3.54,3.51
01/05/2023 12:32:23,Yes,,500 Level,23,Female,Dating,Pharmacy,Other,PHARMACY ,It affected my mental health negatively.,Having to concentrate on reading,Did not work during the strike,"Volunteered for an event or organization, Acquired skills unrelated to course of study",Very,Moderately,I did not attend any lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,10,17,4.2,4.3
01/05/2023 12:34:13,Yes,,500 Level,23,Male,Single,Pharmacy,Pharmaceutics & Pharmaceutical Technology,Pharmacy,Slow down graduation time.,Adjusting to studentship,Worked in a role relevant to my studies,"Volunteered for an event or organization, Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Moderately,Very,Fewer lecturers attended classes,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",11,21,4.12,4.2
01/05/2023 12:36:31,Yes,,300 Level,22,Female,Single,Basic Medical Sciences,Other,Pharmacology,,What was learnt before the strike looking strange after the strike,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,Improved lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,,4.26,4.35
01/05/2023 12:48:30,Yes,,400 Level,21,Female,Single,Pharmacy,Pharmaceutics & Pharmaceutical Technology,,It reduced my morale academically ,Bringing the student that was in me back to life,Worked in a role relevant to my studies,Acquired skills relevant to course of study,Poorly,Very,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",11,21,4.2,4.31
01/05/2023 12:56:51,Yes,,500 Level,25,Female,Single,Sciences,Marine Science,,,,Worked in a role relevant to my studies,"Volunteered for an event or organization, Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Moderately,Poorly,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,4,12,4,3.9
01/05/2023 16:47:31,Yes,,300 Level,20,Female,Dating,Law,Law,,,,Worked in a role unrelated to my studies,None of the above,Moderately,Moderately,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,5,20,3.97,4.2
01/05/2023 18:40:48,Yes,,200 Level,20,Female,Single,Engineering,Chemical Engineering,,,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",10,21,4,4
02/05/2023 09:40:33,Yes,,400 Level,22,Female,Single,Pharmacy,Other,Pharmacy ,,,Did not work during the strike,"Acquired skills relevant to course of study, Vocational training and artisanship",Moderately,Poorly,Worse lectures after the strike,Very often: I engaged in academic activities almost as often as I would during a normal semester.,12,,3.8,3.6
02/05/2023 10:09:25,Yes,,300 Level,22,Female,Dating,Management Science,Business Administration,,,,Worked in a role relevant to my studies,"Volunteered for an event or organization, Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Poorly,Poorly,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,8,20,4.56,4.64
02/05/2023 11:05:43,Yes,,300 Level,22,Female,Single,Social Sciences,Other,,I am mentally tired ,Reading again ,Did not work during the strike,"Volunteered for an event or organization, Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Moderately,Poorly,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,7,18,0,0
02/05/2023 11:17:11,Yes,,200 Level,21,Male,Single,Social Sciences,Sociology,,Not much,Time to prepare and the bombardment of assignments.,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Very,Moderately,Fewer lecturers attended classes,Very often: I engaged in academic activities almost as often as I would during a normal semester.,8,,4,4.06
02/05/2023 14:13:46,Yes,,300 Level,22,Female,Single,Sciences,Biochemistry,,"I'm not gonna lie , I was delayed by the government and  the educational system and the whole thing has got me depressed , I ought to have been a graduate by now , but here I am , still struggling to get it done with . I might not acknowledge it but somehow , there's an awareness that I might be depressed ",  Getting familiarized with school works ,Worked in a role unrelated to my studies,"Volunteered for an event or organization, Acquired skills unrelated to course of study",Moderately,Very,No noticeable change,Never: I did not engage in any academic activities during the strike.,8,18,3.26,3.15
