school,level,age,gender,relationship,faculty,department,strike_effect,challenge,work,skills,prep_before,prep_after,lecture,academic_act,courses_taken,course_unit,cgpa_before,cgpa_after,cgpa_change
university of lagos,400 Level,22,Male,Single,Engineering,Civil & environmental engineering,My performance is still relatively the same,Balancing extra curricular with school and other activities I started during strike,Worked in a role unrelated to my studies,"Acquired skills relevant to course of study, Vocational training and artisanship",Moderately,Moderately,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,8,19,4.73,4.66,-0.07000000000000028
university of lagos,400 Level,27,Male,Single,Management Science,Actuarial science & insurance,,,Worked in a role unrelated to my studies,Acquired skills relevant to course of study,Moderately,Very,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,8,,3.03,3.14,0.11000000000000032
university of lagos,300 Level,24,Female,Single,Social Sciences,Economics,Improved grades ,"Balancing school and work, I eventually left the job ",Worked in a role unrelated to my studies,"Volunteered for an event or organization, Acquired skills unrelated to course of study",Poorly,Very,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,6,18,3.82,3.97,0.15000000000000036
university of lagos,200 Level,20,Female,Single,Sciences,Cell biology & genetics,Mtcheeeew.,,Worked in a role unrelated to my studies,Vocational training and artisanship,Very,Moderately,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,18,4.82,4.6,-0.22000000000000064
university of ibadan,100 Level,20,Female,Single,Arts,Communication and language arts ,,,Did not work during the strike,"Acquired skills relevant to course of study, Acquired skills unrelated to course of study, Vocational training and artisanship",Moderately,Very,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,,0.0,0.0,0.0
university of lagos,100 Level,24,Male,Single,Pharmacy,Pharmaceutics & pharmaceutical technology,"One clear effect it has had is, it made me very much uninterested in academics. 3 years in a session makes one question if education really is the way.",Leaving the little you were doing to make money and getting familiar with books again. ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Poorly,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,8,17,0.0,4.6,4.6
university of lagos,300 Level,26,Male,Single,Sciences,Biochemistry,Negatively ,Lost of interest ,Worked in a role unrelated to my studies,None of the above,Poorly,Very,Improved lectures after the strike,Never: I did not engage in any academic activities during the strike.,8,17,1.97,1.5,-0.47
university of lagos,300 Level,21,Female,Dating,Sciences,Biochemistry,I was mentally drained. Being in one position cramps me,I struggled to find interest and my CGPA paid for it.,Worked in a role unrelated to my studies,"Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Moderately,Poorly,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,7,21,4.42,4.34,-0.08000000000000007
university of lagos,100 Level,21,Female,Single,Management Sciences,Finance,A positive one on the academic performance ,,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Moderately,Moderately,Fewer lecturers attended classes,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",4,9,0.0,4.6,4.6
university of lagos,500 Level,22,Male,Dating,Sciences,Computer sciences,,,Worked in a role relevant to my studies,Acquired skills relevant to course of study,Poorly,Moderately,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",3,9,3.93,4.04,0.10999999999999988
university of lagos,200 Level,20,Male,Single,Social Sciences,Mass communication,Slightly ,Finding my feet ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Moderately,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,9,21,3.83,3.73,-0.10000000000000009
university of lagos,300 Level,22,Female,Single,Sciences,Biochemistry,,,Did not work during the strike,None of the above,Moderately,Poorly,No noticeable change,Never: I did not engage in any academic activities during the strike.,7,,3.87,3.4,-0.4700000000000002
university of lagos,200 Level,20,Male,Single,Sciences,Biochemistry,It has made me more mature,Transitioning from no books to going to classes and reading,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Poorly,No noticeable change,Never: I did not engage in any academic activities during the strike.,7,16,3.9,3.9,0.0
university of lagos,300 Level,21,Female,Single,Sciences,Cell biology & genetics,,,Worked in a role unrelated to my studies,Vocational training and artisanship,Moderately,Very,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,7,,4.88,4.92,0.040000000000000036
university of lagos,200 Level,20,Female,Dating,Management Science,Actuarial science & insurance,My Academic performance wasn't really affected just the work stress after leaving school for some months and then trying to know academic stuff again ,"There was so many things to do 
Classes
Tutorials 
Readings in a short period
",Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Moderately,Moderately,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,8,20,4.36,4.56,0.1999999999999993
university of lagos,300 Level,20,Male,Dating,Sciences,Cell biology & genetics,,,Did not work during the strike,"Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Moderately,Moderately,Improved lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,20,2.88,4.2,1.3200000000000003
university of lagos,300 Level,25,Female,Single,Sciences,Zoology,,Reading ,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Poorly,Very,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,6,,2.7,3.1,0.3999999999999999
university of lagos,400 Level,23,Male,Single,Sciences,Marine science,Made me loose interest in school,It was very difficult for me to go back to what I’ve abandoned for months,Worked in a role relevant to my studies,Acquired skills unrelated to course of study,Moderately,Poorly,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,8,23,4.0,3.7,-0.2999999999999998
university of lagos,200 Level,21,Male,Single,Engineering,Chemical engineering,There was no much effect on my performance after the strike compared to my performance in previous semesters,Having to study again after not doing so for some long,Did not work during the strike,Acquired skills unrelated to course of study,Poorly,Very,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,9,22,4.57,4.68,0.10999999999999943
